street_name,place,address,lat,lon,importance
LOR 1A TOA PAYOH,lorong 1A TOA PAYOH Singapore,"Lorong 1A Toa Payoh, Toa Payoh, Singapore, Central, 311138, Singapore",1.3370811,103.8453088,0.61
PUNGGOL WALK,PUNGGOL WALK Singapore,"Punggol Walk, Punggol, Northeast, 824211, Singapore",1.401513,103.8990471,0.41
SENGKANG WEST WAY,SENGKANG WEST WAY Singapore,"Sengkang West Way, Fernvale, Central, 790461, Singapore",1.3951619,103.8720973,0.51
BUANGKOK GREEN,BUANGKOK GREEN Singapore,"Buangkok Green, Hougang, Northeast, 530566, Singapore",1.3819455,103.8886295,0.41
PUNGGOL WAY,PUNGGOL WAY Singapore,"Punggol Way, Punggol, Northeast, 822405, Singapore",1.4162016,103.9023164,0.41
YISHUN ST 31,YISHUN ST 31 Singapore,"Yishun Street 31, Yishun, Northwest, 762382, Singapore",1.4323238,103.8471193,0.51
TECK WHYE CRES,TECK WHYE CRES Singapore,"Teck Whye Crescent, Choa Chu Kang, Southwest, 680166, Singapore",1.3827631,103.7526399,0.51
ANG MO KIO ST 61,ANG MO KIO ST 61 Singapore,"Ang Mo Kio Street 61, Ang Mo Kio, Singapore, Central, 560632, Singapore",1.3804525,103.8414502,0.71
BEDOK RESERVOIR CRES,BEDOK RESERVOIR CRES Singapore,"Bedok Reservoir Crescent, Bedok, Northeast, 470746, Singapore",1.3370607,103.9209085,0.51
UPP SERANGOON CRES,upper SERANGOON CRES Singapore,"Upper Serangoon Crescent, Hougang, Northeast, 534032, Singapore",1.3775486,103.9025749,0.51
UPP SERANGOON VIEW,upper SERANGOON VIEW Singapore,"Upper Serangoon View, Hougang, Northeast, 530476, Singapore",1.3768691,103.9035158,0.51
SUMANG LINK,SUMANG LINK Singapore,"Sumang Link, Punggol, Northeast, 828674, Singapore",1.4111794,103.8985983,0.41
MONTREAL LINK,MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.4511811,103.8264121,0.41
SENGKANG EAST AVE,SENGKANG EAST AVE Singapore,"Sengkang East Avenue, Seng Kang, Northeast, 544811, Singapore",1.3817543,103.9034783,0.51
ANCHORVALE CRES,ANCHORVALE CRES Singapore,"Anchorvale Crescent, Seng Kang, Northeast, 544629, Singapore",1.3990256,103.8922037,0.41
ANCHORVALE ST,ANCHORVALE ST Singapore,"Anchorvale Street, Seng Kang, Central, 544965, Singapore",1.3976857,103.8848666,0.41
TAMPINES CTRL 8,TAMPINES central 8 Singapore,"Tampines Central 8, Tampines, Northeast, 521519, Singapore",1.3570312,103.9409243,0.51
TAMPINES AVE 1,TAMPINES AVE 1 Singapore,"Tampines Avenue 1, Tampines, Northeast, 520934, Singapore",1.345099,103.9406584,0.51
YISHUN AVE 1,YISHUN AVE 1 Singapore,"Yishun Avenue 1, Springleaf, Central, 769139, Singapore",1.411067,103.8332536,0.51
YISHUN ST 51,YISHUN ST 51 Singapore,"Yishun Street 51, Yishun, Northwest, 767998, Singapore",1.4190379,103.8455479,0.51
KEAT HONG CL,KEAT HONG CL Singapore,"Keat Hong Close, Choa Chu Kang, Southwest, 680803, Singapore",1.374331,103.7431257,0.51
CHOA CHU KANG AVE 7,CHOA CHU KANG AVE 7 Singapore,"Choa Chu Kang Avenue 7, Choa Chu Kang, Southwest, 681815, Singapore",1.3761762,103.7463133,0.71
HOUGANG ST 32,HOUGANG ST 32 Singapore,"Hougang Street 32, Hougang, Northeast, 531377, Singapore",1.363424,103.8944824,0.51
JURONG WEST CTRL 3,JURONG WEST central 3 Singapore,"Jurong West Central 3, Jurong West, Southwest, 641665, Singapore",1.3398009,103.7039812,0.61
SUMANG WALK,SUMANG WALK Singapore,"Sumang Walk, Punggol, Northeast, 821217, Singapore",1.4031915,103.894697,0.41
DAWSON RD,DAWSON RD Singapore,"Dawson Road, Queenstown, Singapore, Central, 141079, Singapore",1.2942985,103.8105638,0.31
FERNVALE ST,FERNVALE ST Singapore,"Fernvale Street, Seng Kang, Central, 790465, Singapore",1.3987034,103.876534,0.41
TAMPINES ST 86,TAMPINES ST 86 Singapore,"Tampines Street 86, Q bay Residences, Tampines, Northeast, 524879, Singapore",1.3513163,103.9282262,0.51
KEAT HONG LINK,KEAT HONG LINK Singapore,"Keat Hong Link, Choa Chu Kang, Southwest, 681820, Singapore",1.3757393,103.7501898,0.51
ALJUNIED AVE 2,ALJUNIED AVE 2 Singapore,"Aljunied Avenue 2, Geylang East Central, Geylang, Southeast, 380118, Singapore",1.320395,103.8876069,0.51
CANBERRA CRES,CANBERRA CRES Singapore,"Canberra Crescent, Sembawang, Northwest, 750114, Singapore",1.4471422,103.8295351,0.41
